2/3/11,1.43
2/4/11,1.45
2/5/11,1.56
2/6/11,1.56
2/7/11,1.56
2/8/11,1.56
2/9/11,1.53
2/10/11,1.49
2/11/11,1.47
2/12/11,1.37
2/13/11,1.37
2/14/11,1.36
2/15/11,1.22
2/16/11,1.21
2/17/11,1.19
2/18/11,1.17
2/19/11,1.24
2/20/11,1.24
2/21/11,1.22
2/22/11,1.19
2/23/11,1.21
2/24/11,1.19
2/25/11,1.16
2/26/11,1.1
2/27/11,1.1
2/28/11,1.09
3/1/11,1.23
3/2/11,1.23
3/3/11,1.23
3/4/11,1.21
3/5/11,1.21
3/6/11,1.21
3/7/11,1.22
3/8/11,1.2
3/9/11,1.05
3/10/11,0.91
3/11/11,0.9
3/12/11,1.06
3/13/11,1.06
3/14/11,1.05
3/15/11,1.04
3/16/11,1.06
3/17/11,0.8
3/18/11,0.79
3/19/11,0.79
3/20/11,0.79
3/21/11,0.95
3/22/11,0.8
3/23/11,0.81
3/24/11,0.82
3/25/11,0.8
3/26/11,0.93
3/27/11,0.93
3/28/11,0.91
3/29/11,0.88
3/30/11,0.86
3/31/11,0.97
4/1/11,1.19
4/2/11,1.18
4/3/11,1.18
4/4/11,1.18
4/5/11,1.08
4/6/11,1.09
4/7/11,1.31
4/8/11,1.68
4/9/11,1.68
4/10/11,1.68
4/11/11,1.57
4/12/11,1.92
4/13/11,1.9
4/14/11,2.01
4/15/11,1.99
4/16/11,1.97
4/17/11,1.97
4/18/11,1.95
4/19/11,1.93
4/20/11,1.91
4/21/11,1.77
4/22/11,1.74
4/23/11,1.74
4/24/11,1.74
4/25/11,1.64
4/26/11,1.67
4/27/11,1.56
4/28/11,1.45
4/29/11,1.44
4/30/11,1.44
5/1/11,1.44
5/2/11,1.48
5/3/11,1.49
5/4/11,1.48
5/5/11,1.47
5/6/11,1.44
5/7/11,1.44
5/8/11,1.45
5/9/11,1.45
5/10/11,1.56
5/11/11,1.56
5/12/11,1.56
5/13/11,2.24
5/13/11,2.24
5/13/11,2.2
5/14/11,2.29
5/15/11,2.3
5/16/11,2.28
5/17/11,2.24
5/18/11,2.34
5/19/11,2.4
5/20/11,2.38
5/21/11,2.45
5/22/11,2.46
5/23/11,2.5
5/24/11,2.51
5/25/11,2.52
5/26/11,2.53
5/27/11,2.73
5/28/11,2.71
5/29/11,2.72
5/30/11,2.74
5/31/11,2.73
6/1/11,2.67
6/2/11,2.64
6/3/11,2.61
6/4/11,2.6
6/5/11,2.62
6/6/11,2.66
6/7/11,2.54
6/8/11,2.54
6/9/11,2.58
6/10/11,2.62
6/11/11,2.62
6/12/11,2.64
6/13/11,2.56
6/14/11,2.69
6/15/11,2.68
6/16/11,2.76
6/17/11,2.65
6/18/11,2.64
6/19/11,2.65
6/20/11,2.65
6/21/11,2.75
6/22/11,2.83
6/23/11,3.01
6/24/11,2.89
6/25/11,2.87
6/27/11,2.92
6/28/11,2.91
6/29/11,2.82
6/30/11,2.75
7/1/11,2.75
7/2/11,2.77
7/3/11,2.77
7/4/11,2.79
7/5/11,2.77
7/6/11,2.69
7/7/11,2.41
7/8/11,2.27
7/9/11,2.28
7/10/11,2.28
7/11/11,2.3
7/12/11,2.29
7/13/11,2.15
7/14/11,2.31
7/15/11,2.29
7/16/11,2.28
7/17/11,2.29
7/18/11,2.3
7/19/11,2.41
7/20/11,2.43
7/21/11,2.43
7/22/11,2.43
7/23/11,2.41
7/24/11,2.43
7/25/11,2.45
7/26/11,2.55
7/27/11,1.96
7/28/11,1.85
7/29/11,1.93
7/30/11,1.93
7/31/11,1.93
8/1/11,1.91
8/2/11,1.8
8/3/11,1.89
8/4/11,1.68
8/5/11,1.77
8/6/11,1.85
8/7/11,1.85
8/8/11,1.96
8/9/11,1.96
8/10/11,1.68
8/11/11,1.72
8/12/11,1.82
8/13/11,1.81
8/14/11,1.82
8/15/11,1.86
8/16/11,1.87
8/17/11,1.9
8/18/11,1.92
8/19/11,1.95
8/20/11,1.95
8/21/11,1.95
8/22/11,2.05
8/23/11,2.05
8/24/11,2.03
8/25/11,2.01
8/26/11,1.86
8/27/11,1.85
8/28/11,1.87
8/29/11,1.82
8/30/11,1.78
8/31/11,1.81
9/1/11,1.82
9/2/11,1.92
9/3/11,1.92
9/4/11,1.92
9/5/11,1.93
9/6/11,1.96
9/7/11,1.85
9/8/11,1.86
9/9/11,1.86
9/10/11,1.87
9/11/11,1.87
9/12/11,1.79
9/13/11,1.75
9/14/11,1.78
9/15/11,1.77
9/16/11,1.78
9/17/11,1.78
9/18/11,1.78
9/19/11,1.68
9/20/11,1.58
9/21/11,1.52
9/22/11,1.56
9/23/11,1.58
9/24/11,1.58
9/25/11,1.59
9/26/11,1.49
