2/3/11,4.19
2/4/11,4.27
2/5/11,4.42
2/6/11,4.42
2/7/11,4.42
2/8/11,4.51
2/9/11,4.35
2/10/11,4.22
2/11/11,4.27
2/12/11,4.1
2/13/11,4.1
2/14/11,3.79
2/15/11,3.42
2/16/11,3.3
2/17/11,3.25
2/18/11,3.3
2/19/11,3.45
2/20/11,3.45
2/21/11,3.36
2/22/11,3.3
2/23/11,3.28
2/24/11,3.25
2/25/11,3.2
2/26/11,3.27
2/27/11,3.27
2/28/11,3.24
3/1/11,3.26
3/2/11,3.2
3/3/11,3.12
3/4/11,3.19
3/5/11,3.19
3/6/11,3.19
3/7/11,3.3
3/8/11,3.37
3/9/11,3.29
3/10/11,3.29
3/11/11,3.26
3/12/11,3.29
3/13/11,3.29
3/14/11,3.29
3/15/11,3.25
3/16/11,3.26
3/17/11,3.14
3/18/11,3.13
3/19/11,3.13
3/20/11,3.13
3/21/11,3.3
3/22/11,3.24
3/23/11,3.29
3/24/11,3.37
3/25/11,3.32
3/26/11,3.39
3/27/11,3.39
3/28/11,3.31
3/29/11,3.32
3/30/11,3.25
3/31/11,3.32
4/1/11,3.3
4/2/11,3.29
4/3/11,3.29
4/4/11,3.29
4/5/11,3.27
4/6/11,3.26
4/7/11,3.25
4/8/11,3.37
4/9/11,3.37
4/10/11,3.37
4/11/11,3.32
4/12/11,3.47
4/13/11,3.35
4/14/11,3.36
4/15/11,3.26
4/16/11,3.26
4/17/11,3.26
4/18/11,3.2
4/19/11,3
4/20/11,2.96
4/21/11,2.82
4/22/11,2.76
4/23/11,2.76
4/24/11,2.76
4/25/11,2.74
4/26/11,2.64
4/27/11,2.54
4/28/11,2.31
4/29/11,2.23
4/30/11,2.23
5/1/11,2.23
5/2/11,2.18
5/3/11,2.14
5/4/11,2.09
5/5/11,2.07
5/6/11,2.05
5/7/11,2.05
5/8/11,2.07
5/9/11,2.04
5/10/11,2.05
5/11/11,2.09
5/12/11,2.11
5/13/11,2.42
5/14/11,2.41
5/15/11,2.35
5/16/11,2.36
5/17/11,2.4
5/18/11,2.47
5/19/11,2.5
5/20/11,2.46
5/21/11,2.48
5/22/11,2.5
5/23/11,2.54
5/24/11,2.6
5/25/11,2.65
5/26/11,2.67
5/27/11,2.62
5/28/11,2.65
5/29/11,2.67
5/30/11,2.63
5/31/11,2.57
6/1/11,2.56
6/2/11,2.45
6/3/11,2.39
6/4/11,2.41
6/5/11,2.42
6/6/11,2.41
6/7/11,2.4
6/8/11,2.37
6/9/11,2.33
6/10/11,2.33
6/11/11,2.36
6/12/11,2.37
6/13/11,2.32
6/14/11,2.41
6/15/11,2.39
6/16/11,2.46
6/17/11,2.42
6/18/11,2.51
6/19/11,2.52
6/20/11,2.48
6/21/11,2.4
6/22/11,2.4
6/23/11,2.57
6/24/11,2.49
6/25/11,2.48
6/27/11,2.56
6/28/11,2.57
6/29/11,2.5
6/30/11,2.52
7/1/11,2.58
7/2/11,2.6
7/3/11,2.6
7/4/11,2.57
7/5/11,2.51
7/6/11,2.44
7/7/11,2.3
7/8/11,2.2
7/9/11,2.2
7/10/11,2.21
7/11/11,2.23
7/12/11,2.2
7/13/11,2.15
7/14/11,2.14
7/15/11,2.21
7/16/11,2.21
7/17/11,2.22
7/18/11,2.25
7/19/11,2.25
7/20/11,2.28
7/21/11,2.3
7/22/11,2.27
7/23/11,2.26
7/24/11,2.28
7/25/11,2.31
7/26/11,2.33
7/27/11,2.09
7/28/11,2.04
7/29/11,2.05
7/30/11,2.05
7/31/11,2.05
8/1/11,2.03
8/2/11,2.01
8/3/11,2.04
8/4/11,1.93
8/5/11,1.99
8/6/11,2.03
8/7/11,2.04
8/8/11,2.06
8/9/11,2.05
8/10/11,1.97
8/11/11,1.79
8/12/11,1.84
8/13/11,1.83
8/14/11,1.8
8/15/11,1.77
8/16/11,1.73
8/17/11,1.7
8/18/11,1.72
8/19/11,1.73
8/20/11,1.73
8/21/11,1.73
8/22/11,1.73
8/23/11,1.69
8/24/11,1.69
8/25/11,1.73
8/26/11,1.72
8/27/11,1.75
8/28/11,1.76
8/29/11,1.74
8/30/11,1.77
8/31/11,1.83
9/1/11,1.8
9/2/11,1.81
9/3/11,1.8
9/4/11,1.8
9/5/11,1.81
9/6/11,1.78
9/7/11,1.75
9/8/11,1.72
9/9/11,1.68
9/10/11,1.68
9/11/11,1.68
9/12/11,1.66
9/13/11,1.76
9/14/11,1.72
9/15/11,1.73
9/16/11,1.69
9/17/11,1.69
9/18/11,1.69
9/19/11,1.66
9/20/11,1.62
9/21/11,1.5
9/22/11,1.56
9/23/11,1.57
9/24/11,1.61
9/25/11,1.61
9/26/11,1.59
