2/11/11,1,0,0,0
2/12/11,0,0,0,0
2/13/11,2,0,0,0
2/14/11,1,0,0,0
2/15/11,0,0,0,0
2/16/11,0,0,0,0
2/17/11,3,0,0,0
2/18/11,0,0,0,0
2/19/11,0,0,0,0
2/20/11,0,0,0,0
2/21/11,0,0,0,0
2/22/11,0,0,0,0
2/23/11,0,0,0,0
2/24/11,0,0,0,0
2/25/11,1,0,0,0
2/26/11,0,0,0,0
2/27/11,0,0,0,0
2/28/11,1,0,0,0
3/1/11,2,0,0,0
3/2/11,0,0,0,0
3/3/11,3,0,0,0
3/4/11,1,0,0,0
3/5/11,0,0,0,0
3/6/11,0,0,0,0
3/7/11,2,0,0,0
3/8/11,1,0,0,0
3/9/11,1,0,0,0
3/10/11,2,0,0,0
3/11/11,1,0,0,0
3/12/11,0,0,0,0
3/13/11,0,0,0,0
3/14/11,1,0,0,1
3/15/11,0,0,0,0
3/16/11,0,0,0,0
3/17/11,1,0,0,0
3/18/11,1,0,0,0
3/19/11,0,0,0,0
3/20/11,0,0,0,0
3/21/11,2,0,0,0
3/22/11,1,0,0,0
3/23/11,2,0,0,0
3/24/11,0,0,0,0
3/25/11,1,0,0,1
3/26/11,0,0,0,0
3/27/11,0,0,0,0
3/28/11,0,0,0,0
3/29/11,0,0,0,0
3/30/11,0,1,0,1
3/31/11,0,0,0,1
4/1/11,1,0,0,0
4/2/11,0,0,0,0
4/3/11,0,0,0,0
4/4/11,0,0,0,0
4/5/11,1,0,0,0
4/6/11,0,0,0,1
4/7/11,1,0,0,3
4/8/11,1,0,0,1
4/9/11,0,0,0,0
4/10/11,0,0,0,0
4/11/11,0,0,0,2
4/12/11,0,0,0,0
4/13/11,0,0,0,1
4/14/11,0,0,0,0
4/15/11,0,0,0,0
4/16/11,0,0,0,0
4/17/11,0,0,0,0
4/18/11,1,0,0,0
4/19/11,1,0,0,0
4/20/11,1,0,0,0
4/21/11,0,0,0,0
4/22/11,0,0,0,0
4/23/11,0,0,0,0
4/24/11,0,0,0,0
4/25/11,0,0,0,0
4/26/11,0,1,0,0
4/27/11,0,0,0,1
4/28/11,0,0,0,0
4/29/11,0,0,0,0
4/30/11,0,0,0,0
5/1/11,0,0,0,0
5/2/11,0,0,0,0
5/3/11,0,0,0,0
5/4/11,0,0,0,0
5/5/11,3,0,0,1
5/6/11,0,0,0,0
5/7/11,0,0,0,0
5/8/11,0,0,0,0
5/9/11,1,0,0,0
5/10/11,1,0,0,0
5/11/11,2,0,0,0
5/13/11,2,0,0,1
5/13/11,2,0,0,1
5/13/11,5,0,0,0
5/14/11,0,0,0,0
5/15/11,0,0,0,0
5/15/11,0,0,0,0
5/16/11,1,0,0,0
5/17/11,1,0,0,0
5/18/11,1,1,0,0
5/19/11,1,1,0,0
5/20/11,0,0,0,0
5/21/11,0,0,0,0
5/22/11,0,0,0,0
5/23/11,0,0,0,0
5/24/11,1,0,0,0
5/25/11,2,0,0,0
5/26/11,0,0,0,0
5/27/11,0,0,0,1
5/28/11,0,1,0,1
5/29/11,0,0,0,0
5/30/11,0,0,0,0
5/31/11,0,0,0,0
6/1/11,0,0,0,0
6/2/11,0,0,0,0
6/3/11,0,1,0,0
6/4/11,1,0,0,0
6/5/11,0,0,0,0
6/6/11,0,0,0,0
6/7/11,0,0,0,0
6/8/11,0,0,0,0
6/9/11,0,0,0,0
6/10/11,0,0,0,0
6/11/11,1,0,0,0
6/12/11,0,0,0,0
6/13/11,0,0,0,0
6/14/11,0,1,0,1
6/15/11,0,0,0,0
6/16/11,2,0,0,1
6/17/11,0,0,0,0
6/18/11,4,0,0,0
6/19/11,0,0,0,0
6/20/11,0,0,0,0
6/21/11,0,0,0,1
6/22/11,0,0,0,1
6/23/11,3,0,0,2
6/24/11,1,0,0,0
6/25/11,0,0,0,0
6/27/11,0,0,0,0
6/28/11,0,0,0,1
6/29/11,0,0,0,0
6/30/11,0,1,0,0
7/1/11,0,1,0,0
7/2/11,0,0,0,0
7/3/11,0,0,0,0
7/4/11,0,0,0,0
7/5/11,0,0,0,0
7/6/11,0,0,0,0
7/7/11,0,0,0,0
7/8/11,0,0,0,0
7/9/11,0,0,0,0
7/10/11,0,0,0,0
7/11/11,0,0,0,0
7/12/11,0,0,0,0
7/13/11,0,0,0,0
7/14/11,0,0,0,0
7/15/11,1,1,0,0
7/16/11,0,0,0,0
7/17/11,0,0,0,0
7/18/11,1,0,0,0
7/19/11,0,0,0,0
7/20/11,1,0,0,0
7/21/11,0,0,0,0
7/22/11,0,0,0,0
7/23/11,0,0,0,0
7/24/11,0,0,0,0
7/25/11,0,0,0,0
7/26/11,0,0,0,1
7/27/11,0,0,0,0
7/28/11,0,0,0,1
7/29/11,0,0,0,1
7/30/11,0,0,0,0
7/31/11,0,0,0,0
8/1/11,0,0,0,0
8/2/11,0,0,0,0
8/3/11,0,0,0,1
8/4/11,1,0,0,0
8/5/11,0,0,0,1
8/6/11,0,0,0,1
8/7/11,0,0,0,0
8/8/11,0,0,0,0
8/9/11,1,0,0,0
8/10/11,0,0,0,0
8/11/11,0,0,0,0
8/12/11,0,0,0,1
8/13/11,0,0,0,0
8/14/11,0,0,0,0
8/15/11,0,0,0,0
8/16/11,0,0,0,0
8/17/11,1,0,0,0
8/18/11,0,0,0,1
8/19/11,0,0,0,1
8/20/11,0,0,0,0
8/21/11,0,0,0,0
8/22/11,0,0,0,0
8/23/11,0,0,0,0
8/24/11,0,0,0,0
8/25/11,1,0,0,0
8/26/11,2,0,0,0
8/27/11,1,0,0,0
8/28/11,0,0,0,0
8/29/11,0,0,0,0
8/30/11,1,0,0,0
