12/8/10,1,148,287
12/9/10,1,149,287
12/10/10,1,147,287
12/13/10,1,149,287
12/14/10,1,143,287
12/15/10,1,143,287
12/20/10,1,112,294
12/21/10,1,108,295
12/22/10,1,97,297
12/23/10,1,87,297
12/24/10,1,87,297
12/25/10,1,87,297
12/26/10,1,86,297
12/27/10,1,85,297
12/28/10,1,82,297
12/29/10,1,81,297
12/30/10,1,81,297
12/31/10,1,81,297
1/1/11,1,81,297
1/2/11,1,81,297
1/3/11,1,81,297
1/4/11,1,81,297
1/5/11,1,79,298
1/6/11,1,77,299
1/7/11,1,71,299
1/8/11,1,71,299
1/9/11,1,71,299
1/10/11,1,68,299
1/11/11,1,65,299
1/12/11,1,66,300
1/13/11,1,115,301
1/14/11,1,114,301
1/17/11,1,114,301
1/18/11,1,115,301
1/19/11,1,115,302
1/20/11,1,115,302
1/21/11,2,115,302
1/22/11,2,114,302
1/23/11,2,114,302
1/24/11,2,112,302
1/25/11,2,108,302
1/26/11,2,106,302
1/27/11,2,93,302
1/28/11,2,89,304
1/29/11,3,89,304
1/30/11,3,88,304
1/31/11,3,78,305
2/1/11,1,77,305
2/2/11,2,79,309
2/3/11,2,80,311
2/4/11,2,80,311
2/5/11,2,80,311
2/6/11,2,80,311
2/7/11,2,80,311
2/8/11,2,80,311
2/9/11,2,79,311
2/10/11,2,75,311
2/11/11,2,75,311
2/12/11,2,73,312
2/13/11,2,73,312
2/14/11,2,73,312
2/15/11,2,71,312
2/16/11,2,74,313
2/17/11,2,73,313
2/18/11,2,70,314
2/19/11,2,69,314
2/20/11,2,69,314
2/21/11,2,68,315
2/22/11,2,68,315
2/23/11,1,68,317
2/24/11,1,87,317
2/25/11,1,85,317
2/26/11,1,86,317
2/27/11,1,86,317
2/28/11,1,85,317
3/1/11,1,82,317
3/2/11,1,80,319
3/3/11,1,80,319
3/4/11,1,79,319
3/5/11,1,79,319
3/6/11,1,79,319
3/7/11,1,76,323
3/8/11,1,70,324
3/9/11,1,69,326
3/10/11,1,66,329
3/11/11,1,65,333
3/12/11,1,62,333
3/13/11,1,62,333
3/14/11,1,61,333
3/15/11,1,59,333
3/16/11,1,89,333
3/17/11,1,88,333
3/18/11,1,88,333
3/19/11,1,88,333
3/20/11,1,88,333
3/21/11,1,88,333
3/22/11,1,90,333
3/23/11,1,90,333
3/24/11,1,92,333
3/25/11,1,92,333
3/26/11,1,91,333
3/27/11,1,91,333
3/28/11,1,91,333
3/29/11,1,87,334
3/30/11,1,85,333
3/31/11,2,85,333
4/1/11,1,83,333
4/2/11,1,82,338
4/3/11,1,82,338
4/4/11,1,82,338
4/5/11,1,81,338
4/6/11,1,80,340
4/7/11,1,104,341
4/8/11,1,104,342
4/9/11,1,104,342
4/10/11,1,104,342
4/11/11,1,103,342
4/12/11,1,103,342
4/13/11,1,104,343
4/14/11,1,102,344
4/15/11,1,102,349
4/16/11,1,102,349
4/17/11,1,102,349
4/18/11,1,101,353
4/19/11,1,99,353
4/20/11,1,99,353
4/21/11,1,91,356
4/22/11,1,89,355
4/23/11,1,89,355
4/24/11,1,89,355
4/25/11,1,86,356
4/26/11,1,84,359
4/27/11,2,97,364
4/28/11,2,98,364
4/29/11,2,98,364
4/30/11,2,98,364
5/1/11,2,98,364
5/2/11,2,98,364
5/3/11,2,99,365
5/4/11,2,100,365
5/5/11,3,98,366
5/6/11,2,97,461
5/7/11,2,97,461
5/8/11,2,97,461
5/9/11,2,97,462
5/10/11,2,97,461
5/11/11,2,96,461
5/12/11,2,93,463
5/13/11,2,72,465
5/14/11,2,70,465
5/15/11,2,70,465
5/16/11,2,68,472
5/17/11,2,66,472
5/18/11,2,65,473
5/19/11,2,75,474
5/20/11,2,74,475
5/21/11,2,74,475
5/22/11,2,74,475
5/23/11,2,74,475
5/24/11,2,74,475
5/25/11,2,76,478
5/26/11,3,74,478
5/27/11,2,68,478
5/28/11,3,66,478
5/29/11,3,66,478
5/30/11,2,63,478
5/31/11,2,62,478
6/1/11,2,61,479
6/2/11,2,58,483
6/3/11,3,59,484
6/4/11,2,63,484
6/5/11,2,63,484
6/6/11,2,63,484
6/7/11,2,58,485
6/8/11,1,68,490
6/9/11,1,68,490
6/10/11,1,67,494
6/11/11,1,67,495
6/12/11,1,67,495
6/13/11,1,68,495
6/14/11,2,68,495
6/15/11,1,73,495
6/16/11,1,73,496
6/17/11,1,72,496
6/18/11,1,73,496
6/19/11,1,73,496
6/20/11,1,71,496
6/21/11,1,68,500
6/22/11,1,63,500
6/23/11,1,63,503
6/24/11,1,56,503
6/25/11,1,56,504
6/27/11,1,55,506
6/28/11,1,55,508
6/29/11,1,61,509
6/30/11,1,59,509
7/1/11,1,58,509
7/2/11,1,55,509
7/3/11,1,55,509
7/4/11,1,55,509
7/5/11,1,55,509
7/6/11,1,53,509
7/7/11,1,47,509
7/8/11,1,45,513
7/9/11,1,48,513
7/10/11,1,48,513
7/11/11,1,45,513
7/12/11,1,42,516
7/13/11,1,42,521
7/14/11,1,43,525
7/15/11,2,41,526
7/16/11,2,38,526
7/17/11,2,38,526
7/18/11,2,39,527
7/19/11,1,39,528
7/20/11,1,38,529
7/21/11,1,38,530
7/22/11,1,38,531
7/23/11,1,38,531
7/24/11,1,38,531
7/25/11,1,38,531
7/26/11,1,38,531
7/27/11,1,38,531
7/28/11,1,36,531
7/29/11,1,36,531
7/30/11,1,32,531
7/31/11,1,32,531
8/1/11,1,32,535
8/2/11,1,32,537
8/3/11,1,26,537
8/4/11,1,26,537
8/5/11,1,26,539
8/6/11,1,26,539
8/7/11,1,26,539
8/8/11,1,26,541
8/9/11,1,25,542
8/10/11,1,39,543
8/11/11,1,39,543
8/12/11,1,39,543
8/13/11,1,39,544
8/14/11,1,39,544
8/15/11,1,38,544
8/16/11,1,37,544
8/17/11,1,35,545
8/18/11,1,35,546
8/19/11,1,35,547
8/20/11,1,35,547
8/21/11,1,35,547
8/22/11,1,34,547
8/23/11,1,34,547
8/24/11,1,32,548
8/25/11,1,33,549
8/26/11,1,33,549
8/27/11,1,34,549
8/28/11,1,34,549
8/29/11,1,33,549
8/30/11,1,33,552
8/31/11,2,33,554
9/1/11,1,33,554
9/2/11,1,34,555
9/3/11,1,34,555
9/4/11,1,34,555
9/5/11,1,32,556
9/6/11,0,32,556
9/7/11,0,32,556
9/8/11,0,32,556
9/9/11,0,32,556
9/10/11,0,32,556
9/11/11,0,32,556
9/12/11,0,32,556
9/13/11,0,32,557
9/14/11,0,31,557
9/15/11,0,31,558
9/16/11,0,32,561
9/17/11,0,32,564
9/18/11,0,32,564
9/19/11,0,32,564
9/20/11,0,32,564
9/21/11,0,32,567
9/22/11,0,32,567
9/23/11,0,32,567
9/24/11,0,33,568
9/25/11,0,33,568
9/26/11,0,33,568
