2/3/11,11.32
2/4/11,11.67
2/5/11,11.81
2/6/11,11.81
2/7/11,11.81
2/8/11,12.18
2/9/11,11.6
2/10/11,11.37
2/11/11,11.43
2/12/11,10.59
2/13/11,10.59
2/14/11,10.81
2/15/11,9.5
2/16/11,9.07
2/17/11,8.94
2/18/11,9.07
2/19/11,9.31
2/20/11,9.31
2/21/11,8.9
2/22/11,8.77
2/23/11,8.38
2/24/11,8.3
2/25/11,8.27
2/26/11,8.26
2/27/11,8.26
2/28/11,8.24
3/1/11,8.32
3/2/11,8.24
3/3/11,8.23
3/4/11,8.7
3/5/11,8.7
3/6/11,8.7
3/7/11,9.18
3/8/11,9.55
3/9/11,9.59
3/10/11,9.84
3/11/11,9.77
3/12/11,9.74
3/13/11,9.74
3/14/11,9.84
3/15/11,9.6
3/16/11,9.67
3/17/11,9.65
3/18/11,9.62
3/19/11,9.62
3/20/11,9.62
3/21/11,9.94
3/22/11,9.82
3/23/11,9.89
3/24/11,10.09
3/25/11,9.97
3/26/11,10.19
3/27/11,10.19
3/28/11,9.62
3/29/11,9.69
3/30/11,9.51
3/31/11,9.52
4/1/11,9.16
4/2/11,8.98
4/3/11,8.98
4/4/11,8.98
4/5/11,9
4/6/11,8.9
4/7/11,8.57
4/8/11,8.39
4/9/11,8.39
4/10/11,8.39
4/11/11,8.27
4/12/11,8.33
4/13/11,8.07
4/14/11,7.96
4/15/11,7.56
4/16/11,7.62
4/17/11,7.62
4/18/11,7.39
4/19/11,7.24
4/20/11,7.17
4/21/11,6.98
4/22/11,6.8
4/23/11,6.8
4/24/11,6.8
4/25/11,6.74
4/26/11,6.4
4/27/11,6.17
4/28/11,5.63
4/29/11,5.61
4/30/11,5.61
5/1/11,5.61
5/2/11,5.43
5/3/11,5.31
5/4/11,5.15
5/5/11,5.05
5/6/11,5.15
5/7/11,5.15
5/8/11,5.14
5/9/11,5.11
5/10/11,5.05
5/11/11,5.18
5/12/11,5.23
5/13/11,5.55
5/14/11,5.42
5/15/11,5.21
5/16/11,5.23
5/17/11,5.37
5/18/11,5.36
5/19/11,5.36
5/20/11,5.33
5/21/11,5.33
5/22/11,5.38
5/23/11,5.47
5/24/11,5.68
5/25/11,5.77
5/26/11,5.65
5/27/11,5.36
5/28/11,5.35
5/29/11,5.35
5/30/11,5.18
5/31/11,4.91
6/1/11,4.75
6/2/11,4.39
6/3/11,4.1
6/4/11,4.19
6/5/11,4.19
6/6/11,4.08
6/7/11,4.09
6/8/11,3.96
6/9/11,3.79
6/10/11,3.56
6/11/11,3.65
6/12/11,3.66
6/13/11,3.55
6/14/11,3.56
6/15/11,3.58
6/16/11,3.66
6/17/11,3.63
6/18/11,3.9
6/19/11,3.93
6/20/11,3.78
6/21/11,3.44
6/22/11,3.36
6/23/11,3.66
6/24/11,3.53
6/25/11,3.51
6/27/11,3.71
6/28/11,3.67
6/29/11,3.63
6/30/11,3.64
7/1/11,3.64
7/2/11,3.68
7/3/11,3.68
7/4/11,3.54
7/5/11,3.39
7/6/11,3.38
7/7/11,3.29
7/8/11,3.18
7/9/11,3.18
7/10/11,3.2
7/11/11,3.21
7/12/11,3.12
7/13/11,3.16
7/14/11,2.96
7/15/11,3.07
7/16/11,3.07
7/17/11,3.1
7/18/11,3.13
7/19/11,2.97
7/20/11,3.03
7/21/11,3.07
7/22/11,3.05
7/23/11,3.06
7/24/11,3.08
7/25/11,3.14
7/26/11,3.19
7/27/11,3.21
7/28/11,3.21
7/29/11,3.14
7/30/11,3.14
7/31/11,3.14
8/1/11,3.08
8/2/11,3.14
8/3/11,3.09
8/4/11,3
8/5/11,3.11
8/6/11,3.11
8/7/11,3.12
8/8/11,3.03
8/9/11,2.99
8/10/11,3.06
8/11/11,2.51
8/12/11,2.5
8/13/11,2.5
8/14/11,2.39
8/15/11,2.25
8/16/11,2.23
8/17/11,2.12
8/18/11,2.13
8/19/11,2.09
8/20/11,2.1
8/21/11,2.11
8/22/11,1.98
8/23/11,1.87
8/24/11,1.91
8/25/11,2.05
8/26/11,2.27
8/27/11,2.38
8/28/11,2.39
8/29/11,2.38
8/30/11,2.39
8/31/11,2.4
9/1/11,2.4
9/2/11,2.29
9/3/11,2.29
9/4/11,2.29
9/5/11,2.29
9/6/11,2.29
9/7/11,2.31
9/8/11,2.25
9/9/11,2.16
9/10/11,2.16
9/11/11,2.17
9/12/11,2.19
9/13/11,2.45
9/14/11,2.34
9/15/11,2.36
9/16/11,2.28
9/17/11,2.27
9/18/11,2.28
9/19/11,2.32
9/20/11,2.32
9/21/11,2.07
9/22/11,2.2
9/23/11,2.2
9/24/11,2.33
9/25/11,2.34
9/26/11,2.42
